Name,Date,Time,Weektime,Tradetime_Dum,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
黄金吧,2020/6/4,9:00-15:00,星期四,1,74,15,10,49,13921,53
黄金吧,2020/6/5,15:00-9:00,星期五,0,240,57,36,147,46360,210
黄金吧,2020/6/5,9:00-15:00,星期五,1,80,19,9,52,17110,85
黄金吧,2020/6/5,15:00-24:00,星期五,0,320,41,79,200,52472,161
黄金吧,2020/6/6,0:00-24:00,星期六,0,95,18,15,62,33984,110
黄金吧,2020/6/7,0:00-24:00,星期日,0,30,7,4,19,17214,61
黄金吧,2020/6/8,0:00-9:00,星期一,0,74,11,26,37,23798,107
黄金吧,2020/6/8,9:00-15:00,星期一,1,71,16,6,49,17409,35
黄金吧,2020/6/9,15:00-9:00,星期二,0,162,31,22,109,31329,200
黄金吧,2020/6/9,9:00-15:00,星期二,1,77,17,8,52,15231,62
黄金吧,2020/6/10,15:00-9:00,星期三,0,261,80,41,140,53933,309
黄金吧,2020/6/10,9:00-15:00,星期三,1,79,29,2,48,17486,60
黄金吧,2020/6/11,15:00-9:00,星期四,0,257,75,32,150,48762,287
黄金吧,2020/6/11,9:00-15:00,星期四,1,91,29,7,55,20337,69
黄金吧,2020/6/12,15:00-9:00,星期五,0,339,104,50,185,45050,209
黄金吧,2020/6/12,9:00-15:00,星期五,1,77,18,6,53,14101,62
黄金吧,2020/6/12,15:00-24:00,星期五,0,194,60,30,104,22957,114
黄金吧,2020/6/13,0:00-24:00,星期六,0,43,12,4,27,11283,33
黄金吧,2020/6/14,0:00-24:00,星期日,0,24,9,1,14,6557,4
黄金吧,2020/6/15,0:00-9:00,星期一,0,22,3,2,17,6048,23
黄金吧,2020/6/15,9:00-15:00,星期一,1,110,23,19,68,21277,54
黄金吧,2020/6/16,15:00-9:00,星期二,0,319,69,52,198,47917,190
黄金吧,2020/6/16,9:00-15:00,星期二,1,73,23,7,43,17176,59
黄金吧,2020/6/17,15:00-9:00,星期三,0,178,41,20,117,32472,99
黄金吧,2020/6/17,9:00-15:00,星期三,1,66,20,5,41,13756,59
黄金吧,2020/6/18,15:00-9:00,星期四,0,185,41,22,122,29939,154
黄金吧,2020/6/18,9:00-15:00,星期四,1,66,21,7,38,13825,40
黄金吧,2020/6/19,15:00-9:00,星期五,0,265,61,47,157,33837,213
黄金吧,2020/6/19,9:00-15:00,星期五,1,75,20,7,48,14139,26
黄金吧,2020/6/19,15:00-24:00,星期五,0,191,46,33,112,17879,84
黄金吧,2020/6/20,0:00-24:00,星期六,0,45,17,2,26,13664,50
黄金吧,2020/6/21,0:00-24:00,星期日,0,26,11,4,11,7413,32
黄金吧,2020/6/22,0:00-9:00,星期一,0,35,6,9,20,10081,48
黄金吧,2020/6/22,9:00-15:00,星期一,1,126,46,15,65,24118,109
黄金吧,2020/6/23,15:00-9:00,星期二,0,302,87,50,165,44069,324
黄金吧,2020/6/23,9:00-15:00,星期二,1,81,29,9,43,15309,84
黄金吧,2020/6/24,15:00-9:00,星期三,0,334,94,47,193,32272,172
黄金吧,2020/6/24,9:00-15:00,星期三,1,99,38,16,45,13541,61
黄金吧,2020/6/25,15:00-9:00,星期四,0,284,76,50,158,38392,239
黄金吧,2020/6/25,9:00-15:00,星期四,1,60,14,7,39,16070,44
黄金吧,2020/6/26,15:00-9:00,星期五,0,149,50,24,75,34937,185
黄金吧,2020/6/26,9:00-15:00,星期五,1,52,10,7,35,16187,43
黄金吧,2020/6/26,15:00-24:00,星期五,0,184,52,33,99,36681,173
黄金吧,2020/6/27,0:00-24:00,星期六,0,77,26,9,42,20546,74
黄金吧,2020/6/28,0:00-24:00,星期日,0,50,25,4,21,18762,82
黄金吧,2020/6/29,0:00-9:00,星期一,0,34,9,7,18,7593,47
黄金吧,2020/6/29,9:00-15:00,星期一,1,84,27,5,52,14730,48
黄金吧,2020/6/30,15:00-9:00,星期二,0,201,55,24,122,24196,101
黄金吧,2020/6/30,9:00-15:00,星期二,1,81,19,6,56,12715,69
黄金吧,2020/7/1,15:00-9:00,星期三,0,354,108,51,195,31218,114
黄金吧,2020/7/1,9:00-15:00,星期三,1,97,24,12,61,16312,57
黄金吧,2020/7/2,15:00-9:00,星期四,0,353,86,65,202,41913,212
黄金吧,2020/7/2,9:00-15:00,星期四,1,52,13,4,35,17508,74
黄金吧,2020/7/3,15:00-9:00,星期五,0,323,75,63,185,41908,196
黄金吧,2020/7/3,9:00-15:00,星期五,1,59,20,3,36,11383,35
黄金吧,2020/7/3,15:00-24:00,星期五,0,48,13,9,26,7532,30
黄金吧,2020/7/4,0:00-24:00,星期六,0,17,4,5,8,2595,2
黄金吧,2020/7/5,0:00-24:00,星期日,0,11,2,2,7,3651,37
黄金吧,2020/7/6,0:00-9:00,星期一,0,19,9,1,9,6544,36
黄金吧,2020/7/6,9:00-15:00,星期一,1,52,12,11,29,8678,31
黄金吧,2020/7/7,15:00-9:00,星期二,0,160,48,15,97,16190,85
黄金吧,2020/7/7,9:00-15:00,星期二,1,42,16,4,22,6525,20
黄金吧,2020/7/8,15:00-9:00,星期三,0,277,95,31,151,29190,152
黄金吧,2020/7/8,9:00-15:00,星期三,1,61,20,5,36,14556,38
黄金吧,2020/7/9,15:00-9:00,星期四,0,277,85,37,155,31516,168
黄金吧,2020/7/9,9:00-15:00,星期四,1,52,17,4,31,9963,23
黄金吧,2020/7/10,15:00-9:00,星期五,0,211,48,37,126,23403,98
黄金吧,2020/7/10,9:00-15:00,星期五,1,43,10,5,28,9000,62
黄金吧,2020/7/10,15:00-24:00,星期五,0,136,34,15,87,18492,142
黄金吧,2020/7/11,0:00-24:00,星期六,0,25,5,3,17,4627,8
黄金吧,2020/7/12,0:00-24:00,星期日,0,16,10,1,5,2504,10
黄金吧,2020/7/13,0:00-9:00,星期一,0,13,8,0,5,2081,7
黄金吧,2020/7/13,9:00-15:00,星期一,1,49,19,5,25,9391,53
黄金吧,2020/7/14,15:00-9:00,星期二,0,195,50,32,113,19563,61
黄金吧,2020/7/14,9:00-15:00,星期二,1,76,18,11,47,11539,26
黄金吧,2020/7/15,15:00-9:00,星期三,0,184,61,17,106,18358,67
黄金吧,2020/7/15,9:00-15:00,星期三,1,64,21,3,40,10501,57
黄金吧,2020/7/16,15:00-9:00,星期四,0,143,39,27,77,15430,57
黄金吧,2020/7/16,9:00-15:00,星期四,1,69,18,12,39,10087,26
黄金吧,2020/7/17,15:00-9:00,星期五,0,133,24,19,90,12035,28
黄金吧,2020/7/17,9:00-15:00,星期五,1,52,12,6,34,7884,39
黄金吧,2020/7/17,15:00-24:00,星期五,0,85,31,10,44,12967,64
黄金吧,2020/7/18,0:00-24:00,星期六,0,32,13,1,18,6925,24
黄金吧,2020/7/19,0:00-24:00,星期日,0,17,6,1,10,4631,17
黄金吧,2020/7/20,0:00-9:00,星期一,0,14,2,4,8,4346,29
黄金吧,2020/7/20,9:00-15:00,星期一,1,37,7,3,27,8192,17
黄金吧,2020/7/21,15:00-9:00,星期二,0,112,47,13,52,17344,79
黄金吧,2020/7/21,9:00-15:00,星期二,1,52,12,7,33,8912,25
黄金吧,2020/7/22,15:00-9:00,星期三,0,307,106,32,169,42752,223
黄金吧,2020/7/22,9:00-15:00,星期三,1,127,41,15,71,20026,64
黄金吧,2020/7/23,15:00-9:00,星期四,0,324,104,53,167,58724,419
黄金吧,2020/7/23,9:00-15:00,星期四,1,60,18,5,37,11901,57
黄金吧,2020/7/24,15:00-9:00,星期五,0,384,115,58,211,51089,223
黄金吧,2020/7/24,9:00-15:00,星期五,1,61,22,4,35,11788,57
黄金吧,2020/7/24,15:00-24:00,星期五,0,291,105,36,150,30692,166
黄金吧,2020/7/25,0:00-24:00,星期六,0,66,26,7,33,17391,46
黄金吧,2020/7/26,0:00-24:00,星期日,0,21,9,1,11,8002,20
黄金吧,2020/7/27,0:00-9:00,星期一,0,67,23,4,40,20756,165
黄金吧,2020/7/27,9:00-15:00,星期一,1,183,59,32,92,35385,151
黄金吧,2020/7/28,15:00-9:00,星期二,0,615,164,106,345,104318,538
黄金吧,2020/7/28,9:00-15:00,星期二,1,351,64,77,210,54134,243
黄金吧,2020/7/29,15:00-9:00,星期三,0,775,215,147,413,147948,823
黄金吧,2020/7/29,9:00-15:00,星期三,1,114,22,14,78,23587,87
黄金吧,2020/7/30,15:00-9:00,星期四,0,356,91,65,200,57493,292
黄金吧,2020/7/30,9:00-15:00,星期四,1,142,35,11,96,25176,65
黄金吧,2020/7/31,15:00-9:00,星期五,0,501,137,77,287,76765,382
黄金吧,2020/7/31,9:00-15:00,星期五,1,241,80,32,129,34632,203
黄金吧,2020/7/31,15:00-24:00,星期五,0,381,86,66,229,56473,354
黄金吧,2020/8/1,0:00-24:00,星期六,0,64,22,9,33,19764,90
黄金吧,2020/8/2,0:00-24:00,星期日,0,49,19,5,25,12943,36
黄金吧,2020/8/3,0:00-9:00,星期一,0,87,18,11,58,16586,74
黄金吧,2020/8/3,9:00-15:00,星期一,1,112,34,19,59,22963,83
黄金吧,2020/8/4,15:00-9:00,星期二,0,267,74,49,144,40282,211
黄金吧,2020/8/4,9:00-15:00,星期二,1,64,19,4,41,12337,51
黄金吧,2020/8/5,15:00-9:00,星期三,0,683,218,109,356,76713,378
黄金吧,2020/8/5,9:00-15:00,星期三,1,121,34,15,72,21542,177
黄金吧,2020/8/6,15:00-9:00,星期四,0,689,187,124,378,79973,446
黄金吧,2020/8/6,9:00-15:00,星期四,1,121,26,16,79,17257,74
黄金吧,2020/8/7,15:00-9:00,星期五,0,675,160,129,386,86021,399
黄金吧,2020/8/7,9:00-15:00,星期五,1,177,33,47,97,28328,166
黄金吧,2020/8/7,15:00-24:00,星期五,0,500,114,115,271,61771,250
黄金吧,2020/8/8,0:00-24:00,星期六,0,120,31,22,67,23117,74
黄金吧,2020/8/9,0:00-24:00,星期日,0,50,15,7,28,18653,108
黄金吧,2020/8/10,0:00-9:00,星期一,0,96,21,16,59,19112,121
黄金吧,2020/8/10,9:00-15:00,星期一,1,102,26,13,63,23615,74
黄金吧,2020/8/11,15:00-9:00,星期二,0,426,109,82,235,75713,354
黄金吧,2020/8/11,9:00-15:00,星期二,1,193,39,38,116,31880,137
黄金吧,2020/8/12,15:00-9:00,星期三,0,1604,312,364,928,221333,1396
黄金吧,2020/8/12,9:00-15:00,星期三,1,428,96,79,253,69744,345
黄金吧,2020/8/13,15:00-9:00,星期四,0,707,204,124,379,115211,743
黄金吧,2020/8/13,9:00-15:00,星期四,1,107,26,19,62,23131,187
黄金吧,2020/8/14,15:00-9:00,星期五,0,409,106,70,233,68402,494
黄金吧,2020/8/14,9:00-15:00,星期五,1,84,31,6,47,18897,113
黄金吧,2020/8/14,15:00-24:00,星期五,0,176,40,36,100,30237,167
黄金吧,2020/8/15,0:00-24:00,星期六,0,53,17,12,24,17601,101
黄金吧,2020/8/16,0:00-24:00,星期日,0,30,12,5,13,9202,33
黄金吧,2020/8/17,0:00-9:00,星期一,0,51,11,6,34,12150,59
黄金吧,2020/8/17,9:00-15:00,星期一,1,98,31,7,60,18933,82
黄金吧,2020/8/18,15:00-9:00,星期二,0,511,164,86,261,83807,535
黄金吧,2020/8/18,9:00-15:00,星期二,1,185,55,35,95,36211,159
黄金吧,2020/8/19,15:00-9:00,星期三,0,626,149,144,333,100434,611
黄金吧,2020/8/19,9:00-15:00,星期三,1,160,37,17,106,31655,93
黄金吧,2020/8/20,15:00-9:00,星期四,0,655,150,135,370,105063,615
黄金吧,2020/8/20,9:00-15:00,星期四,1,161,45,19,97,27104,140
黄金吧,2020/8/21,15:00-9:00,星期五,0,395,106,70,219,65752,437
黄金吧,2020/8/21,9:00-15:00,星期五,1,105,26,16,63,20250,115
黄金吧,2020/8/21,15:00-24:00,星期五,0,394,96,89,209,60661,307
黄金吧,2020/8/22,0:00-24:00,星期六,0,49,20,7,22,14042,68
黄金吧,2020/8/23,0:00-24:00,星期日,0,21,10,0,11,5111,21
黄金吧,2020/8/24,0:00-9:00,星期一,0,65,11,12,42,14673,78
黄金吧,2020/8/24,9:00-15:00,星期一,1,93,29,6,58,18546,41
黄金吧,2020/8/25,15:00-9:00,星期二,0,415,121,63,231,63127,318
黄金吧,2020/8/25,9:00-15:00,星期二,1,89,28,5,56,18102,81
黄金吧,2020/8/26,15:00-9:00,星期三,0,348,65,74,209,52963,240
黄金吧,2020/8/26,9:00-15:00,星期三,1,107,25,9,73,21901,68
黄金吧,2020/8/27,15:00-9:00,星期四,0,451,111,91,249,52646,345
黄金吧,2020/8/27,9:00-15:00,星期四,1,158,36,23,99,23637,69
黄金吧,2020/8/28,15:00-9:00,星期五,0,862,184,182,496,107764,530
黄金吧,2020/8/28,9:00-15:00,星期五,1,101,27,14,60,18456,92
黄金吧,2020/8/28,15:00-24:00,星期五,0,272,80,45,147,43706,253
黄金吧,2020/8/29,0:00-24:00,星期六,0,43,20,4,19,17054,110
黄金吧,2020/8/30,0:00-24:00,星期日,0,16,7,0,9,8044,25
黄金吧,2020/8/31,0:00-9:00,星期一,0,67,15,15,37,13467,105
黄金吧,2020/8/31,9:00-15:00,星期一,1,101,25,17,59,22954,59
黄金吧,2020/9/1,15:00-9:00,星期二,0,293,83,49,161,53889,251
黄金吧,2020/9/1,9:00-15:00,星期二,1,204,56,29,119,33480,117
黄金吧,2020/9/2,15:00-9:00,星期三,0,509,129,93,287,83479,450
黄金吧,2020/9/2,9:00-15:00,星期三,1,133,19,21,93,24855,99
黄金吧,2020/9/3,15:00-9:00,星期四,0,536,125,98,313,91658,570
黄金吧,2020/9/3,9:00-15:00,星期四,1,139,31,18,90,26775,94
黄金吧,2020/9/4,15:00-9:00,星期五,0,438,95,88,255,63254,328
黄金吧,2020/9/4,9:00-15:00,星期五,1,116,27,13,76,23160,63
黄金吧,2020/9/4,15:00-24:00,星期五,0,313,64,60,189,57455,237
黄金吧,2020/9/5,0:00-24:00,星期六,0,46,15,7,24,15490,91
黄金吧,2020/9/6,0:00-24:00,星期日,0,28,7,4,17,7163,29
黄金吧,2020/9/7,0:00-9:00,星期一,0,25,5,3,17,7933,31
黄金吧,2020/9/7,9:00-15:00,星期一,1,98,24,16,58,20718,52
黄金吧,2020/9/8,15:00-9:00,星期二,0,150,36,30,84,27194,109
黄金吧,2020/9/8,9:00-15:00,星期二,1,112,29,12,71,20143,87
黄金吧,2020/9/9,15:00-9:00,星期三,0,414,105,61,248,51911,223
黄金吧,2020/9/9,9:00-15:00,星期三,1,106,24,15,67,17090,67
黄金吧,2020/9/10,15:00-9:00,星期四,0,335,91,51,193,32264,118
黄金吧,2020/9/10,9:00-15:00,星期四,1,73,16,12,45,13260,35
黄金吧,2020/9/11,15:00-9:00,星期五,0,281,88,37,156,19916,46
黄金吧,2020/9/15,15:00-9:00,星期二,0,52,9,9,34,8553,41
黄金吧,2020/9/15,9:00-15:00,星期二,1,104,24,8,72,20370,48
黄金吧,2020/9/16,15:00-9:00,星期三,0,321,83,63,175,56698,293
黄金吧,2020/9/16,9:00-15:00,星期三,1,124,33,15,76,22115,34
黄金吧,2020/9/17,15:00-9:00,星期四,0,352,95,59,198,55565,267
黄金吧,2020/9/17,9:00-15:00,星期四,1,163,29,28,106,30239,75
黄金吧,2020/9/18,15:00-9:00,星期五,0,259,64,41,154,43723,206
黄金吧,2020/9/18,9:00-15:00,星期五,1,87,14,13,60,18728,41
黄金吧,2020/9/18,15:00-24:00,星期五,0,129,31,27,71,20872,95
黄金吧,2020/9/19,0:00-24:00,星期六,0,16,4,2,10,4315,30
黄金吧,2020/9/20,0:00-24:00,星期日,0,17,7,1,9,5026,10
黄金吧,2020/9/21,0:00-9:00,星期一,0,18,4,0,14,5127,13
黄金吧,2020/9/21,9:00-15:00,星期一,1,73,20,5,48,15210,38
黄金吧,2020/9/22,15:00-9:00,星期二,0,758,147,165,446,121130,622
黄金吧,2020/9/22,9:00-15:00,星期二,1,133,24,17,92,24519,46
黄金吧,2020/9/23,15:00-9:00,星期三,0,346,98,54,194,60134,236
黄金吧,2020/9/23,9:00-15:00,星期三,1,186,34,22,130,33059,97
黄金吧,2020/9/24,15:00-9:00,星期四,0,578,129,112,337,93244,501
黄金吧,2020/9/24,9:00-15:00,星期四,1,141,20,24,97,26309,101
黄金吧,2020/9/25,15:00-9:00,星期五,0,347,91,53,203,53863,229
黄金吧,2020/9/25,9:00-15:00,星期五,1,103,21,8,74,19048,65
黄金吧,2020/9/25,15:00-24:00,星期五,0,182,39,31,112,30740,187
黄金吧,2020/9/26,0:00-24:00,星期六,0,33,5,6,22,11447,53
黄金吧,2020/9/27,0:00-24:00,星期日,0,9,4,1,4,2669,11
黄金吧,2020/9/28,0:00-9:00,星期一,0,28,5,3,20,7530,26
黄金吧,2020/9/28,9:00-15:00,星期一,1,90,15,9,66,16433,56
黄金吧,2020/9/29,15:00-9:00,星期二,0,235,59,25,151,38444,134
黄金吧,2020/9/29,9:00-15:00,星期二,1,89,22,9,58,16382,44
黄金吧,2020/9/30,15:00-9:00,星期三,0,214,72,27,115,42835,174
黄金吧,2020/9/30,9:00-15:00,星期三,1,69,20,5,44,14913,43
黄金吧,2020/10/1,15:00-9:00,星期四,0,141,51,20,70,28899,159
黄金吧,2020/10/1,9:00-15:00,星期四,1,41,13,5,23,15179,47
黄金吧,2020/10/2,15:00-9:00,星期五,0,126,35,23,68,34934,155
黄金吧,2020/10/2,9:00-15:00,星期五,1,85,24,15,46,33843,93
黄金吧,2020/10/2,15:00-24:00,星期五,0,119,31,26,62,36798,153
黄金吧,2020/10/3,0:00-24:00,星期六,0,17,1,5,11,7739,12
黄金吧,2020/10/4,0:00-24:00,星期日,0,10,1,3,6,4816,9
黄金吧,2020/10/5,0:00-9:00,星期一,0,8,2,0,6,4011,7
黄金吧,2020/10/5,9:00-15:00,星期一,1,50,8,12,30,23390,86
黄金吧,2020/10/6,15:00-9:00,星期二,0,129,25,18,86,48955,210
黄金吧,2020/10/6,9:00-15:00,星期二,1,34,9,3,22,15766,29
黄金吧,2020/10/7,15:00-9:00,星期三,0,209,50,44,115,64752,241
黄金吧,2020/10/7,9:00-15:00,星期三,1,83,11,12,60,29535,49
黄金吧,2020/10/8,15:00-9:00,星期四,0,152,31,35,86,49855,148
黄金吧,2020/10/8,9:00-15:00,星期四,1,81,13,15,53,29531,64
黄金吧,2020/10/9,15:00-9:00,星期五,0,193,60,35,98,54368,188
黄金吧,2020/10/9,9:00-15:00,星期五,1,97,31,18,48,21495,83
黄金吧,2020/10/9,15:00-24:00,星期五,0,198,60,42,96,43792,178
黄金吧,2020/10/10,0:00-24:00,星期六,0,51,15,7,29,18080,59
黄金吧,2020/10/11,0:00-24:00,星期日,0,16,6,5,5,5777,19
黄金吧,2020/10/12,0:00-9:00,星期一,0,23,3,5,15,7685,33
黄金吧,2020/10/12,9:00-15:00,星期一,1,88,22,8,58,21207,70
黄金吧,2020/10/13,15:00-9:00,星期二,0,161,45,21,95,34121,140
黄金吧,2020/10/13,9:00-15:00,星期二,1,81,13,7,61,19126,99
黄金吧,2020/10/14,15:00-9:00,星期三,0,273,50,47,176,58309,225
黄金吧,2020/10/14,9:00-15:00,星期三,1,101,15,14,72,22049,58
黄金吧,2020/10/15,15:00-9:00,星期四,0,198,53,47,98,42899,154
黄金吧,2020/10/15,9:00-15:00,星期四,1,58,14,12,32,12988,24
黄金吧,2020/10/16,15:00-9:00,星期五,0,163,43,18,102,34193,152
黄金吧,2020/10/16,9:00-15:00,星期五,1,64,10,9,45,11864,15
黄金吧,2020/10/16,15:00-24:00,星期五,0,124,33,18,73,24380,116
黄金吧,2020/10/17,0:00-24:00,星期六,0,18,4,3,11,5179,9
黄金吧,2020/10/18,0:00-24:00,星期日,0,6,2,0,4,2456,9
黄金吧,2020/10/19,0:00-9:00,星期一,0,15,2,2,11,4022,5
黄金吧,2020/10/19,9:00-15:00,星期一,1,72,25,10,37,15366,51
黄金吧,2020/10/20,15:00-9:00,星期二,0,161,44,29,88,33206,137
黄金吧,2020/10/20,9:00-15:00,星期二,1,72,13,5,54,15792,35
黄金吧,2020/10/21,15:00-9:00,星期三,0,185,48,29,108,34654,78
黄金吧,2020/10/21,9:00-15:00,星期三,1,87,23,14,50,17390,41
黄金吧,2020/10/22,15:00-9:00,星期四,0,210,46,53,111,35141,161
黄金吧,2020/10/22,9:00-15:00,星期四,1,80,16,8,56,13680,22
黄金吧,2020/10/23,15:00-9:00,星期五,0,182,40,43,99,34307,123
黄金吧,2020/10/23,9:00-15:00,星期五,1,66,12,7,47,13186,36
黄金吧,2020/10/23,15:00-24:00,星期五,0,103,25,14,64,18604,70
黄金吧,2020/10/24,0:00-24:00,星期六,0,8,2,0,6,2734,14
黄金吧,2020/10/25,0:00-24:00,星期日,0,13,3,2,8,3807,21
黄金吧,2020/10/26,0:00-9:00,星期一,0,20,3,3,14,6284,7
黄金吧,2020/10/26,9:00-15:00,星期一,1,76,16,6,54,17705,49
黄金吧,2020/10/27,15:00-9:00,星期二,0,142,28,21,93,25973,78
黄金吧,2020/10/27,9:00-15:00,星期二,1,66,14,5,47,14137,61
黄金吧,2020/10/28,15:00-9:00,星期三,0,161,40,27,94,29095,89
黄金吧,2020/10/28,9:00-15:00,星期三,1,66,11,3,52,11684,24
黄金吧,2020/10/29,15:00-9:00,星期四,0,415,93,77,245,59749,204
黄金吧,2020/10/29,9:00-15:00,星期四,1,76,16,6,54,19119,43
黄金吧,2020/10/30,15:00-9:00,星期五,0,228,41,42,145,38881,112
黄金吧,2020/10/30,9:00-15:00,星期五,1,74,14,11,49,14968,46
黄金吧,2020/10/30,15:00-24:00,星期五,0,118,19,21,78,22759,89
黄金吧,2020/10/31,0:00-24:00,星期六,0,13,4,1,8,4636,31
黄金吧,2020/11/1,0:00-24:00,星期日,0,11,3,0,8,5392,27
黄金吧,2020/11/2,0:00-9:00,星期一,0,21,4,0,17,6959,15
黄金吧,2020/11/2,9:00-15:00,星期一,1,65,11,5,49,14590,31
黄金吧,2020/11/3,15:00-9:00,星期二,0,166,36,22,108,31987,97
黄金吧,2020/11/3,9:00-15:00,星期二,1,79,17,11,51,16932,44
黄金吧,2020/11/4,15:00-9:00,星期三,0,174,44,25,105,38972,131
黄金吧,2020/11/4,9:00-15:00,星期三,1,111,19,16,76,23450,61
黄金吧,2020/11/5,15:00-9:00,星期四,0,127,31,11,85,33215,172
黄金吧,2020/11/5,9:00-15:00,星期四,1,67,20,6,41,13880,21
黄金吧,2020/11/6,15:00-9:00,星期五,0,373,111,59,203,60179,257
黄金吧,2020/11/6,9:00-15:00,星期五,1,87,19,16,52,19850,45
黄金吧,2020/11/6,15:00-24:00,星期五,0,220,58,35,127,49073,209
黄金吧,2020/11/7,0:00-24:00,星期六,0,29,8,4,17,10782,71
黄金吧,2020/11/8,0:00-24:00,星期日,0,22,9,1,12,11356,42
黄金吧,2020/11/9,0:00-9:00,星期一,0,32,11,6,15,11303,35
黄金吧,2020/11/9,9:00-15:00,星期一,1,85,25,10,50,19646,48
黄金吧,2020/11/10,15:00-9:00,星期二,0,1000,198,247,555,177524,742
黄金吧,2020/11/10,9:00-15:00,星期二,1,105,15,12,78,32631,78
黄金吧,2020/11/11,15:00-9:00,星期三,0,257,47,58,152,44271,138
黄金吧,2020/11/11,9:00-15:00,星期三,1,53,12,9,32,13311,38
黄金吧,2020/11/12,15:00-9:00,星期四,0,220,39,44,137,47191,167
黄金吧,2020/11/12,9:00-15:00,星期四,1,68,15,6,47,15407,34
黄金吧,2020/11/13,15:00-9:00,星期五,0,173,46,38,89,34516,113
